what,kind,bundleId,bundleVersion,description,time
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1462071400986
java.specification.version,sysinfo,,,"1.6",1462071400986
java.vendor,sysinfo,,,"Apple Inc.",1462071400986
java.version,sysinfo,,,"1.6.0_65",1462071400986
java.vm.info,sysinfo,,,"mixed mode",1462071400986
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1462071400986
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1462071400986
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1462071400986
java.vm.specification.version,sysinfo,,,"1.0",1462071400986
java.vm.vendor,sysinfo,,,"Apple Inc.",1462071400986
java.vm.version,sysinfo,,,"20.65-b04-468",1462071400986
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1462071401720
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1462071402265
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1462071407499
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1462071407847
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1462071407877
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1462071407960
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1462071410098
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1462072148262
started,bundle,org.eclipse.cdt.mylyn.ui,1.1.4.v20110204-0100-e3x,"org.eclipse.cdt.mylyn.ui",1462072190634
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1462072309546
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1462072309744
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1462072310491
started,bundle,org.eclipse.cdt.debug.core,7.0.0.201102110609,"org.eclipse.cdt.debug.core",1462072310543
started,bundle,org.eclipse.cdt.debug.ui,7.0.0.201102110609,"org.eclipse.cdt.debug.ui",1462072310548
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1462072310874
started,bundle,org.eclipse.cdt.launch,6.1.0.201102110609,"org.eclipse.cdt.launch",1462072313680
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1462072317439
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1462072319164
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1462072328257
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1462072341576
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1462072343556
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1462072346613
error,log,,,"The program file specified in the launch configuration does not exist",1462072346644
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1462072346686
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1462072347613
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1462072350378
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1462072357053
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1462072358866
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1462072361166
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1462072363296
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201102110609,"org.eclipse.cdt.debug.mi.ui",1462072366552
started,bundle,org.eclipse.cdt.dsf,2.1.1.201102110609,"org.eclipse.cdt.dsf",1462072366562
